unix_time,local_time,utc_time,temp,cond,sal,nitrate,hdo,sat,phv,ph,s_nitrate,s_nitrogen,nitrate_flg,oxygen_flg,temp_flg,key
1496692216.92,2017/06/05 12:50:16.924579 US/Pacific,2017-06-05T19:50:16+00:00,21.004,3505.4,1.84,80.84,2.736,30.86,5.96,6.788,,,1,1,1,1
1496694242.05,2017/06/05 13:24:2.047695 US/Pacific,2017-06-05T20:24:02+00:00,21,3502,1.84,96.04,3.138,35.38,2.92,6.842,,,1,1,1,2
1496696267.16,2017/06/05 13:57:47.158615 US/Pacific,2017-06-05T20:57:47+00:00,21.186,3476.4,1.826,104.46,2.912,32.92,3.5,6.832,,,1,1,1,3
1496698292.42,2017/06/05 14:31:32.419484 US/Pacific,2017-06-05T21:31:32+00:00,21.368,3430,1.8,107.52,2.678,30.44,5.12,6.802,,,1,1,1,4
1496700317.81,2017/06/05 15:05:17.805726 US/Pacific,2017-06-05T22:05:17+00:00,21.47,3399,1.78,118.24,2.402,27.32,4.54,6.812,,,1,1,1,5
1496702342.82,2017/06/05 15:39:2.821097 US/Pacific,2017-06-05T22:39:02+00:00,21.642,3401.8,1.78,131.66,2.926,33.4,0.54,6.886,,,1,1,1,6
1496705384.2,2017/06/05 16:29:44.204740 US/Pacific,2017-06-05T23:29:44+00:00,21.668,3356.4,1.76,137.82,2.786,31.82,1.02,6.874,,,1,1,1,7
1496707409.35,2017/06/05 17:03:29.346761 US/Pacific,2017-06-06T00:03:29+00:00,21.576,3340.8,1.75,137.34,2.806,32.06,1.12,6.874,,,1,1,1,8
1496709434.39,2017/06/05 17:37:14.388386 US/Pacific,2017-06-06T00:37:14+00:00,21.406,3302.4,1.73,140.3,2.51,28.54,1.42,6.87,,,1,1,1,9
1496711459.52,2017/06/05 18:10:59.520297 US/Pacific,2017-06-06T01:10:59+00:00,21.22,3310.4,1.732,146.52,2.556,29,0.08,6.892,,,1,1,1,10
1496713484.59,2017/06/05 18:44:44.593604 US/Pacific,2017-06-06T01:44:44+00:00,20.95,3285.8,1.72,153.04,3.654,41.14,-2.18,6.936,,,1,1,1,11
1496715509.7,2017/06/05 19:18:29.697307 US/Pacific,2017-06-06T02:18:29+00:00,20.526,3275,1.714,157.72,2.666,29.76,-1.8,6.93,,,1,1,1,12
1496717535.08,2017/06/05 19:52:15.080590 US/Pacific,2017-06-06T02:52:15+00:00,20.16,3231,1.69,161.56,2.424,26.84,-2.34,6.94,,,1,1,1,13
1496719560.33,2017/06/05 20:26:0.330199 US/Pacific,2017-06-06T03:26:00+00:00,19.86,3224,1.69,175.98,2.484,27.4,-3.56,6.96,,,1,1,1,14
1496721585.6,2017/06/05 20:59:45.602225 US/Pacific,2017-06-06T03:59:45+00:00,19.76,3207.8,1.68,183.26,2.666,29.3,-5.24,6.99,,,1,1,1,15
1496723610.75,2017/06/05 21:33:30.748742 US/Pacific,2017-06-06T04:33:30+00:00,19.488,3172.8,1.66,185.9,2.166,23.76,-2.76,6.948,,,1,1,1,16
1496725635.98,2017/06/05 22:07:15.981279 US/Pacific,2017-06-06T05:07:15+00:00,19.686,3182.4,1.662,205,6.092,66.86,-8.64,7.052,,,1,1,1,17
1496727660.59,2017/06/05 22:41:0.593877 US/Pacific,2017-06-06T05:41:00+00:00,19.408,3164.4,1.654,187.6,4.66,50.9,-4,6.968,,,1,1,1,18
1496729685.42,2017/06/05 23:14:45.423407 US/Pacific,2017-06-06T06:14:45+00:00,19.196,3135,1.64,194.3,3.07,33.3,-0.74,6.91,,,1,1,1,19
1496731709.98,2017/06/05 23:48:29.982042 US/Pacific,2017-06-06T06:48:29+00:00,19.262,3147.2,1.65,221.8,4.404,47.94,-4.26,6.976,,,1,1,1,20
1496733734.8,2017/06/06 00:22:14.797109 US/Pacific,2017-06-06T07:22:14+00:00,19.1,3114.6,1.63,212.48,2.666,28.96,-0.48,6.9,,,1,1,1,21
1496735759.7,2017/06/06 00:55:59.698020 US/Pacific,2017-06-06T07:55:59+00:00,19.072,3120.6,1.63,238.86,2.16,23.4,-1.76,6.93,,,1,1,1,22
1496737784.62,2017/06/06 01:29:44.620830 US/Pacific,2017-06-06T08:29:44+00:00,18.98,3105.2,1.62,250.24,1.69,18.2,-1.02,6.912,,,1,1,1,23
1496739809.41,2017/06/06 02:03:29.406450 US/Pacific,2017-06-06T09:03:29+00:00,18.902,3062.4,1.6,228.18,1.14,12.3,1.46,6.868,,,1,1,1,24
1496741834.21,2017/06/06 02:37:14.212853 US/Pacific,2017-06-06T09:37:14+00:00,18.91,3072.4,1.6,254.7,1.464,15.84,-1.32,6.92,,,1,1,1,25
1496743859.07,2017/06/06 03:10:59.065874 US/Pacific,2017-06-06T10:10:59+00:00,18.82,3048.8,1.59,250.98,1.29,13.9,0.22,6.89,,,1,1,1,26
1496745884,2017/06/06 03:44:44.001048 US/Pacific,2017-06-06T10:44:44+00:00,18.77,3024.4,1.58,265.84,0.79,8.5,2.16,6.852,,,1,1,1,27
1496747908.99,2017/06/06 04:18:28.987254 US/Pacific,2017-06-06T11:18:28+00:00,18.71,3042,1.59,296.3,1.026,11.06,-0.28,6.9,,,1,1,1,28
1496749934.02,2017/06/06 04:52:14.018647 US/Pacific,2017-06-06T11:52:14+00:00,18.59,3008,1.57,258.12,1.108,11.96,1.46,6.87,,,1,1,1,29
