unix_time,local_time,utc_time,temp,cond,sal,nitrate,hdo,sat,phv,ph,s_nitrate,s_nitrogen,nitrate_flg,oxygen_flg,temp_flg,key
1496692995.71,2017/06/05 13:03:15.707102 US/Pacific,2017-06-05T20:03:15+00:00,21.192,3465.8,1.82,78.06,2.836,32.16,7.1,6.768,,,1,1,1,1
1496695020.94,2017/06/05 13:37:0.936916 US/Pacific,2017-06-05T20:37:00+00:00,21.152,3451.2,1.81,89.56,2.826,31.96,6.22,6.78,,,1,1,1,2
1496697046.01,2017/06/05 14:10:46.005355 US/Pacific,2017-06-05T21:10:46+00:00,21.214,3427.6,1.798,97.62,2.832,32.06,6.4,6.78,,,1,1,1,3
1496699071.36,2017/06/05 14:44:31.355046 US/Pacific,2017-06-05T21:44:31+00:00,21.284,3397.8,1.78,107.72,2.878,32.68,5.58,6.79,,,1,1,1,4
1496701096.71,2017/06/05 15:18:16.712054 US/Pacific,2017-06-05T22:18:16+00:00,21.314,3341.4,1.75,111.82,2.594,29.44,6.88,6.77,,,1,1,1,5
1496703121.65,2017/06/05 15:52:1.646975 US/Pacific,2017-06-05T22:52:01+00:00,21.35,3361.4,1.76,120.48,3.552,40.3,3.26,6.834,,,1,1,1,6
1496706163.2,2017/06/05 16:42:43.195112 US/Pacific,2017-06-05T23:42:43+00:00,21.204,3302,1.73,125.26,2.678,30.36,4.8,6.808,,,1,1,1,7
1496708188.2,2017/06/05 17:16:28.201088 US/Pacific,2017-06-06T00:16:28+00:00,21.148,3291.6,1.72,124.58,2.916,32.96,4.32,6.816,,,1,1,1,8
1496710213.4,2017/06/05 17:50:13.396385 US/Pacific,2017-06-06T00:50:13+00:00,21,3284.6,1.72,126.72,2.794,31.44,4.28,6.816,,,1,1,1,9
1496712238.51,2017/06/05 18:23:58.512607 US/Pacific,2017-06-06T01:23:58+00:00,20.69,3252,1.7,128.2,2.37,26.54,4.32,6.816,,,1,1,1,10
1496714263.53,2017/06/05 18:57:43.534839 US/Pacific,2017-06-06T01:57:43+00:00,20.428,3260.4,1.71,136.54,3.426,38.24,1,6.88,,,1,1,1,11
1496716288.71,2017/06/05 19:31:28.706654 US/Pacific,2017-06-06T02:31:28+00:00,19.972,3232.6,1.69,138.96,2.572,28.42,1.92,6.86,,,1,1,1,12
1496718314.02,2017/06/05 20:05:14.018466 US/Pacific,2017-06-06T03:05:14+00:00,19.642,3199,1.67,142.2,2.632,28.82,1.6,6.866,,,1,1,1,13
1496720339.08,2017/06/05 20:38:59.079101 US/Pacific,2017-06-06T03:38:59+00:00,19.368,3195.8,1.67,149.46,2.528,27.58,0.6,6.88,,,1,1,1,14
1496722364.69,2017/06/05 21:12:44.691252 US/Pacific,2017-06-06T04:12:44+00:00,19.186,3163.8,1.652,149.28,2.566,27.96,0.62,6.88,,,1,1,1,15
1496724389.6,2017/06/05 21:46:29.597894 US/Pacific,2017-06-06T04:46:29+00:00,18.98,3139.8,1.64,148.88,1.758,19.06,2.82,6.84,,,1,1,1,16
1496726414.56,2017/06/05 22:20:14.563780 US/Pacific,2017-06-06T05:20:14+00:00,19.254,3159.2,1.65,159.3,5.054,55.04,-1.14,6.916,,,1,1,1,17
1496728439.48,2017/06/05 22:53:59.479939 US/Pacific,2017-06-06T05:53:59+00:00,18.89,3122.6,1.63,143.28,2.588,27.98,3.68,6.826,,,1,1,1,18
1496730463.95,2017/06/05 23:27:43.953699 US/Pacific,2017-06-06T06:27:43+00:00,18.81,3119.6,1.63,160,2.178,23.48,3.84,6.82,,,1,1,1,19
1496732488.7,2017/06/06 00:01:28.697738 US/Pacific,2017-06-06T07:01:28+00:00,18.81,3102.6,1.62,161.76,2.614,28.22,3.52,6.83,,,1,1,1,20
1496734513.71,2017/06/06 00:35:13.705371 US/Pacific,2017-06-06T07:35:13+00:00,18.754,3070.8,1.6,164.96,1.604,17.24,5.5,6.79,,,1,1,1,21
1496736538.45,2017/06/06 01:08:58.445482 US/Pacific,2017-06-06T08:08:58+00:00,18.714,3081.2,1.61,180.18,1.83,19.7,3.54,6.83,,,1,1,1,22
1496738563.42,2017/06/06 01:42:43.419887 US/Pacific,2017-06-06T08:42:43+00:00,18.784,3054.6,1.598,192.42,1.414,15.24,4.3,6.814,,,1,1,1,23
1496740588.33,2017/06/06 02:16:28.331919 US/Pacific,2017-06-06T09:16:28+00:00,18.798,3023.8,1.58,199.58,1.438,15.48,3.94,6.82,,,1,1,1,24
1496742612.9,2017/06/06 02:50:12.896497 US/Pacific,2017-06-06T09:50:12+00:00,18.746,3024,1.58,200.04,1.556,16.76,3.42,6.83,,,1,1,1,25
1496744637.92,2017/06/06 03:23:57.920307 US/Pacific,2017-06-06T10:23:57+00:00,18.652,2995.6,1.56,193.7,1.124,12.04,5.3,6.8,,,1,1,1,26
1496746662.81,2017/06/06 03:57:42.812893 US/Pacific,2017-06-06T10:57:42+00:00,18.62,2985.6,1.56,192.42,0.812,8.72,7.14,6.76,,,1,1,1,27
1496748687.87,2017/06/06 04:31:27.867157 US/Pacific,2017-06-06T11:31:27+00:00,18.552,2977.6,1.55,210.34,0.886,9.56,5.94,6.784,,,1,1,1,28
1496750713.07,2017/06/06 05:05:13.071686 US/Pacific,2017-06-06T12:05:13+00:00,18.522,2977.4,1.55,218.06,1.224,13.14,4.58,6.81,,,1,1,1,29
1496752738.1,2017/06/06 05:38:58.102451 US/Pacific,2017-06-06T12:38:58+00:00,18.518,2985,1.56,230.9,1.036,11.06,3.82,6.82,,,1,1,1,30
1496754763.12,2017/06/06 06:12:43.118866 US/Pacific,2017-06-06T13:12:43+00:00,18.44,2977.4,1.55,232.7,0.93,10,3.82,6.822,,,1,1,1,31
1496756788.14,2017/06/06 06:46:28.135253 US/Pacific,2017-06-06T13:46:28+00:00,18.42,2960,1.54,227.68,0.838,8.92,3.88,6.822,,,1,1,1,32
1496758813.39,2017/06/06 07:20:13.393810 US/Pacific,2017-06-06T14:20:13+00:00,18.42,2966.6,1.55,233.1,0.804,8.64,4.2,6.814,,,1,1,1,33
1496760838.21,2017/06/06 07:53:58.206123 US/Pacific,2017-06-06T14:53:58+00:00,18.49,2963,1.542,240.42,1.104,11.84,2.44,6.85,,,1,1,1,34
1496762863.19,2017/06/06 08:27:43.186880 US/Pacific,2017-06-06T15:27:43+00:00,18.522,2970.4,1.55,242.06,1.232,13.22,1.96,6.858,,,1,1,1,35
1496764888.04,2017/06/06 09:01:28.041826 US/Pacific,2017-06-06T16:01:28+00:00,18.554,2951.2,1.54,215.54,1.066,11.46,3.26,6.832,,,1,1,1,36
1496766913.36,2017/06/06 09:35:13.361342 US/Pacific,2017-06-06T16:35:13+00:00,18.588,2944.8,1.532,236.44,1.068,11.44,2.8,6.842,,,1,1,1,37
1496768938.49,2017/06/06 10:08:58.486337 US/Pacific,2017-06-06T17:08:58+00:00,18.774,2944.6,1.53,234.14,1.264,13.58,1.9,6.858,,,1,1,1,38
1496770963.49,2017/06/06 10:42:43.486609 US/Pacific,2017-06-06T17:42:43+00:00,18.806,2951.6,1.54,235.72,1.346,14.54,0.22,6.888,,,1,1,1,39
1496772988.8,2017/06/06 11:16:28.798927 US/Pacific,2017-06-06T18:16:28+00:00,18.868,2949.4,1.538,225.18,1.058,11.4,-0.38,6.902,,,1,1,1,40
1496775013.77,2017/06/06 11:50:13.770635 US/Pacific,2017-06-06T18:50:13+00:00,19.138,2951,1.54,227.32,1.042,11.32,-1.38,6.922,,,1,1,1,41
1496777038.88,2017/06/06 12:23:58.879291 US/Pacific,2017-06-06T19:23:58+00:00,19.428,2964,1.54,253.06,1.694,18.5,-7.36,7.028,,,1,1,1,42
1496779063.61,2017/06/06 12:57:43.612831 US/Pacific,2017-06-06T19:57:43+00:00,19.654,2957.4,1.54,209.98,2.432,26.72,-6.26,7.01,,,1,1,1,43
1496797459.18,2017/06/06 18:04:19.177168 US/Pacific,2017-06-07T01:04:19+00:00,20.05,2858.4,1.484,187.08,5.398,59.58,-13.28,7.14,,,1,1,1,44
1496799875,2017/06/06 18:44:35.000344 US/Pacific,2017-06-07T01:44:35+00:00,19.93,2832.4,1.47,188.56,5.068,55.82,-10.14,7.08,,,1,1,1,45
1496802290.64,2017/06/06 19:24:50.644625 US/Pacific,2017-06-07T02:24:50+00:00,19.59,2838,1.472,195.18,5.15,56.38,-10.5,7.09,,,1,1,1,46
1496804706.33,2017/06/06 20:05:6.330233 US/Pacific,2017-06-07T03:05:06+00:00,19.204,2859.6,1.486,212.96,5.042,54.8,-11.8,7.11,,,1,1,1,47
1496807121.78,2017/06/06 20:45:21.781689 US/Pacific,2017-06-07T03:45:21+00:00,18.986,2837.2,1.476,210.18,4.892,52.92,-10.52,7.088,,,1,1,1,48
1496809537.4,2017/06/06 21:25:37.400029 US/Pacific,2017-06-07T04:25:37+00:00,18.84,2833.6,1.474,223.96,4.564,49.22,-10.64,7.09,,,1,1,1,49
1496811953.29,2017/06/06 22:05:53.287080 US/Pacific,2017-06-07T05:05:53+00:00,18.75,2830.4,1.472,233.02,4.334,46.64,-10.14,7.08,,,1,1,1,50
1496814368.7,2017/06/06 22:46:8.700509 US/Pacific,2017-06-07T05:46:08+00:00,18.65,2793.4,1.452,229.14,4.192,45.02,-8.44,7.05,,,1,1,1,51
1496816784.51,2017/06/06 23:26:24.507923 US/Pacific,2017-06-07T06:26:24+00:00,18.608,2793.4,1.45,241.4,4.458,47.84,-8.86,7.058,,,1,1,1,52
1496819200.23,2017/06/07 00:06:40.229821 US/Pacific,2017-06-07T07:06:40+00:00,18.58,2786.2,1.448,251.86,4.338,46.5,-9.46,7.07,,,1,1,1,53
1496821615.71,2017/06/07 00:46:55.714984 US/Pacific,2017-06-07T07:46:55+00:00,18.5,2780.2,1.446,237.32,4.536,48.58,-8.98,7.06,,,1,1,1,54
1496824031.39,2017/06/07 01:27:11.389884 US/Pacific,2017-06-07T08:27:11+00:00,18.498,2788.2,1.446,233.3,4.412,47.22,-9.6,7.07,,,1,1,1,55
1496826447.63,2017/06/07 02:07:27.628438 US/Pacific,2017-06-07T09:07:27+00:00,18.46,2750,1.428,224.34,4.264,45.64,-7.54,7.03,,,1,1,1,56
1496828863.42,2017/06/07 02:47:43.423404 US/Pacific,2017-06-07T09:47:43+00:00,18.54,2769.4,1.436,247.96,4.054,43.44,-7.82,7.04,,,1,1,1,57
1496831279.3,2017/06/07 03:27:59.296046 US/Pacific,2017-06-07T10:27:59+00:00,18.51,2783.4,1.446,264.44,4.092,43.8,-9.28,7.064,,,1,1,1,58
1496833695.3,2017/06/07 04:08:15.303580 US/Pacific,2017-06-07T11:08:15+00:00,18.52,2768.4,1.436,269.32,3.856,41.32,-8.84,7.054,,,1,1,1,59
1496836110.88,2017/06/07 04:48:30.883026 US/Pacific,2017-06-07T11:48:30+00:00,18.5,2738.2,1.422,266.84,3.854,41.3,-8.06,7.04,,,1,1,1,60
1496838526.58,2017/06/07 05:28:46.577322 US/Pacific,2017-06-07T12:28:46+00:00,18.39,2795.6,1.452,295.22,3.858,41.24,-10.46,7.084,,,1,1,1,61
1496840942.08,2017/06/07 06:09:2.083698 US/Pacific,2017-06-07T13:09:02+00:00,18.31,2823.6,1.47,295.56,4.116,43.94,-13.24,7.138,,,1,1,1,62
1496843358.03,2017/06/07 06:49:18.026229 US/Pacific,2017-06-07T13:49:18+00:00,18.28,2801.8,1.454,279.26,4.158,44.28,-14.14,7.15,,,1,1,1,63
1496845774,2017/06/07 07:29:34.002936 US/Pacific,2017-06-07T14:29:34+00:00,18.22,2823.6,1.468,284.96,3.848,40.98,-14.6,7.16,,,1,1,1,64
1496848189.52,2017/06/07 08:09:49.522943 US/Pacific,2017-06-07T15:09:49+00:00,18.37,2787.2,1.448,263.72,3.888,41.56,-10.86,7.092,,,1,1,1,65
1496850605.21,2017/06/07 08:50:5.211273 US/Pacific,2017-06-07T15:50:05+00:00,18.29,2813.2,1.462,286.32,3.924,41.84,-13.32,7.14,,,1,1,1,66
1496853020.81,2017/06/07 09:30:20.807038 US/Pacific,2017-06-07T16:30:20+00:00,18.33,2802.4,1.454,284.34,3.568,38.08,-13.78,7.146,,,1,1,1,67
1496855436.2,2017/06/07 10:10:36.199536 US/Pacific,2017-06-07T17:10:36+00:00,18.512,2812.4,1.464,282.7,3.82,40.94,-12.62,7.126,,,1,1,1,68
1497054312.78,2017/06/09 17:25:12.779489 US/Pacific,2017-06-10T00:25:12+00:00,19.19,2691.2,1.39,68.28,2.252,24.5,-5.5,7,,,1,1,1,69
1497055984.89,2017/06/09 17:53:4.887863 US/Pacific,2017-06-10T00:53:04+00:00,19.04,2687.2,1.39,66.68,0.968,10.48,-4.78,6.98,,,1,1,1,70
1497057657.12,2017/06/09 18:20:57.121438 US/Pacific,2017-06-10T01:20:57+00:00,18.88,2684,1.39,64.72,1.27,13.7,-4.74,6.98,,,1,1,1,71
1497059329.72,2017/06/09 18:48:49.716478 US/Pacific,2017-06-10T01:48:49+00:00,19.426,2695.2,1.4,83.16,7.754,84.56,-22.36,7.3,,,1,1,1,72
1497061001.81,2017/06/09 19:16:41.814507 US/Pacific,2017-06-10T02:16:41+00:00,18.732,2704.6,1.4,72.44,3.602,38.72,-10.58,7.09,,,1,1,1,73
1497062674.1,2017/06/09 19:44:34.096056 US/Pacific,2017-06-10T02:44:34+00:00,18.478,2692.4,1.4,68.3,5.472,58.56,-8.1,7.044,,,1,1,1,74
1497064346.46,2017/06/09 20:12:26.460911 US/Pacific,2017-06-10T03:12:26+00:00,18.5,2707.6,1.4,81.04,5.902,63.12,-14.54,7.16,,,1,1,1,75
1497066018.67,2017/06/09 20:40:18.669643 US/Pacific,2017-06-10T03:40:18+00:00,17.97,2675.2,1.39,45.36,1.744,18.52,-2.5,6.94,,,1,1,1,76
1497067691.18,2017/06/09 21:08:11.181351 US/Pacific,2017-06-10T04:08:11+00:00,17.862,2671.4,1.384,45.2,0.526,5.56,-2.22,6.936,,,1,1,1,77
1497069363.49,2017/06/09 21:36:3.485783 US/Pacific,2017-06-10T04:36:03+00:00,17.836,2665,1.38,45.12,0.672,7.1,-1.82,6.93,,,1,1,1,78
1497071035.82,2017/06/09 22:03:55.817814 US/Pacific,2017-06-10T05:03:55+00:00,17.83,2662.4,1.38,44.54,0.81,8.52,-1.68,6.926,,,1,1,1,79
1497072708.01,2017/06/09 22:31:48.008310 US/Pacific,2017-06-10T05:31:48+00:00,17.836,2655.6,1.376,43.5,0.69,7.3,-1.22,6.92,,,1,1,1,80
1497074380.4,2017/06/09 22:59:40.396475 US/Pacific,2017-06-10T05:59:40+00:00,17.836,2654.2,1.376,43.56,0.47,4.92,-0.78,6.91,,,1,1,1,81
