unix_time,local_time,utc_time,temp,cond,sal,nitrate,hdo,sat,phv,ph,s_nitrate,s_nitrogen,nitrate_flg,oxygen_flg,temp_flg,key
1496692528.51,2017/06/05 12:55:28.511440 US/Pacific,2017-06-05T19:55:28+00:00,20.684,3518,1.85,84.24,4.09,45.8,2.82,6.842,,,1,1,1,1
1496694553.62,2017/06/05 13:29:13.624571 US/Pacific,2017-06-05T20:29:13+00:00,21.018,3489.4,1.832,92.54,3.574,40.3,3.52,6.83,,,1,1,1,2
1496696578.62,2017/06/05 14:02:58.622474 US/Pacific,2017-06-05T21:02:58+00:00,21.18,3462.2,1.818,100.2,3.458,39.08,4.22,6.82,,,1,1,1,3
1496698604.03,2017/06/05 14:36:44.029579 US/Pacific,2017-06-05T21:36:44+00:00,21.274,3425.8,1.798,108.64,3.24,36.78,4.4,6.814,,,1,1,1,4
1496700629.26,2017/06/05 15:10:29.258593 US/Pacific,2017-06-05T22:10:29+00:00,21.426,3390.8,1.78,114.5,3.108,35.3,4.78,6.808,,,1,1,1,5
1496702654.39,2017/06/05 15:44:14.389997 US/Pacific,2017-06-05T22:44:14+00:00,21.558,3404.6,1.784,127.22,3.886,44.34,0.62,6.882,,,1,1,1,6
1496705695.77,2017/06/05 16:34:55.774149 US/Pacific,2017-06-05T23:34:55+00:00,21.588,3347.8,1.75,129.5,2.926,33.36,2.64,6.846,,,1,1,1,7
1496707720.89,2017/06/05 17:08:40.886822 US/Pacific,2017-06-06T00:08:40+00:00,21.462,3332,1.746,135.24,3.31,37.7,1.22,6.872,,,1,1,1,8
1496709746.03,2017/06/05 17:42:26.034699 US/Pacific,2017-06-06T00:42:26+00:00,21.238,3319.2,1.74,138.28,2.948,33.38,1.62,6.866,,,1,1,1,9
1496711771.05,2017/06/05 18:16:11.046029 US/Pacific,2017-06-06T01:16:11+00:00,20.964,3284.8,1.72,134.44,2.688,30.28,2.28,6.852,,,1,1,1,10
1496713796.09,2017/06/05 18:49:56.091465 US/Pacific,2017-06-06T01:49:56+00:00,20.676,3266.8,1.71,147.54,3.496,39.16,-1.42,6.922,,,1,1,1,11
1496715821.27,2017/06/05 19:23:41.272888 US/Pacific,2017-06-06T02:23:41+00:00,20.17,3250.2,1.7,145.06,2.944,32.64,-0.26,6.9,,,1,1,1,12
1496717846.61,2017/06/05 19:57:26.614353 US/Pacific,2017-06-06T02:57:26+00:00,19.884,3223,1.69,150.04,2.664,29.44,-1.02,6.916,,,1,1,1,13
1496719871.8,2017/06/05 20:31:11.800293 US/Pacific,2017-06-06T03:31:11+00:00,19.54,3211.6,1.68,165.5,2.994,32.8,-2.68,6.944,,,1,1,1,14
1496721897.3,2017/06/05 21:04:57.297802 US/Pacific,2017-06-06T04:04:57+00:00,19.392,3188.8,1.67,165.26,2.77,30.3,-3.06,6.952,,,1,1,1,15
1496723922.33,2017/06/05 21:38:42.330529 US/Pacific,2017-06-06T04:38:42+00:00,19.194,3152.4,1.65,169.76,2.228,24.22,-1.12,6.916,,,1,1,1,16
1496725947.59,2017/06/05 22:12:27.586281 US/Pacific,2017-06-06T05:12:27+00:00,19.406,3170,1.66,173.7,5.806,63.42,-4.3,6.976,,,1,1,1,17
1496727972.2,2017/06/05 22:46:12.199723 US/Pacific,2017-06-06T05:46:12+00:00,19.104,3142.2,1.64,158.28,4.022,43.64,-0.08,6.898,,,1,1,1,18
1496729996.9,2017/06/05 23:19:56.895421 US/Pacific,2017-06-06T06:19:56+00:00,18.94,3139.4,1.64,169.78,2.774,29.94,1.58,6.864,,,1,1,1,19
1496732021.49,2017/06/05 23:53:41.489172 US/Pacific,2017-06-06T06:53:41+00:00,18.95,3125.2,1.63,177.64,3.944,42.74,0.24,6.89,,,1,1,1,20
1496734046.37,2017/06/06 00:27:26.367195 US/Pacific,2017-06-06T07:27:26+00:00,18.858,3094.8,1.62,180.5,2.416,26.06,2.54,6.848,,,1,1,1,21
1496736071.24,2017/06/06 01:01:11.239983 US/Pacific,2017-06-06T08:01:11+00:00,18.814,3101.6,1.62,203.56,2.432,26.22,0.4,6.884,,,1,1,1,22
1496738096.11,2017/06/06 01:34:56.108240 US/Pacific,2017-06-06T08:34:56+00:00,18.786,3075.4,1.608,201.88,1.66,17.9,2.8,6.842,,,1,1,1,23
1496740120.99,2017/06/06 02:08:40.994431 US/Pacific,2017-06-06T09:08:40+00:00,18.85,3053.6,1.59,235.42,1.718,18.58,0.7,6.88,,,1,1,1,24
1496742145.7,2017/06/06 02:42:25.696388 US/Pacific,2017-06-06T09:42:25+00:00,18.73,3038.4,1.59,218.66,1.568,16.88,1.6,6.862,,,1,1,1,25
1496744170.59,2017/06/06 03:16:10.589316 US/Pacific,2017-06-06T10:16:10+00:00,18.67,3018,1.574,218.46,1.236,13.34,2.72,6.844,,,1,1,1,26
