unix_time,local_time,utc_time,temp,cond,sal,nitrate,hdo,sat,phv,ph,s_nitrate,s_nitrogen,nitrate_flg,oxygen_flg,temp_flg,key
1496692839.93,2017/06/05 13:00:39.927908 US/Pacific,2017-06-05T20:00:39+00:00,21.088,3487.2,1.83,72.26,3.952,44.68,6.48,6.778,,,1,1,1,1
1496694865.15,2017/06/05 13:34:25.154033 US/Pacific,2017-06-05T20:34:25+00:00,21.076,3484.2,1.83,91.52,3.738,42.26,4.02,6.82,,,1,1,1,2
1496696890.24,2017/06/05 14:08:10.236496 US/Pacific,2017-06-05T21:08:10+00:00,21.274,3454.2,1.81,97.64,3.802,43.12,5.24,6.798,,,1,1,1,3
1496698915.57,2017/06/05 14:41:55.574468 US/Pacific,2017-06-05T21:41:55+00:00,21.396,3421.6,1.794,107.02,3.77,42.86,4.84,6.806,,,1,1,1,4
1496700940.85,2017/06/05 15:15:40.847073 US/Pacific,2017-06-05T22:15:40+00:00,21.598,3366.2,1.76,105.82,3.442,39.22,6.92,6.77,,,1,1,1,5
1496702965.9,2017/06/05 15:49:25.900311 US/Pacific,2017-06-05T22:49:25+00:00,21.616,3395.6,1.78,125.82,4.6,52.5,0.74,6.878,,,1,1,1,6
1496706007.38,2017/06/05 16:40:7.375584 US/Pacific,2017-06-05T23:40:07+00:00,21.63,3341,1.75,127.5,3.77,43.02,2.5,6.85,,,1,1,1,7
1496708032.39,2017/06/05 17:13:52.387106 US/Pacific,2017-06-06T00:13:52+00:00,21.496,3323,1.74,130.9,4.014,45.64,1.7,6.862,,,1,1,1,8
1496710057.61,2017/06/05 17:47:37.606463 US/Pacific,2017-06-06T00:47:37+00:00,21.288,3308.8,1.73,133.34,3.63,41.16,1.96,6.856,,,1,1,1,9
1496712082.67,2017/06/05 18:21:22.667193 US/Pacific,2017-06-06T01:21:22+00:00,20.968,3270,1.71,132.94,3,33.78,2.56,6.846,,,1,1,1,10
1496714107.7,2017/06/05 18:55:7.703505 US/Pacific,2017-06-06T01:55:07+00:00,20.692,3251.2,1.7,146.22,4.218,47.28,-1.84,6.93,,,1,1,1,11
1496716132.89,2017/06/05 19:28:52.893815 US/Pacific,2017-06-06T02:28:52+00:00,20.176,3242,1.7,144.18,3.216,35.66,0.08,6.892,,,1,1,1,12
1496718158.21,2017/06/05 20:02:38.205991 US/Pacific,2017-06-06T03:02:38+00:00,19.882,3208.2,1.68,149.52,3.192,35.22,-0.68,6.908,,,1,1,1,13
1496720183.31,2017/06/05 20:36:23.305713 US/Pacific,2017-06-06T03:36:23+00:00,19.534,3197.2,1.67,159.36,3.166,34.66,-1.66,6.928,,,1,1,1,14
