unix_time,local_time,utc_time,temp,cond,sal,nitrate,hdo,sat,phv,ph,s_nitrate,s_nitrogen,nitrate_flg,oxygen_flg,temp_flg,key
1496693151.54,2017/06/05 13:05:51.536935 US/Pacific,2017-06-05T20:05:51+00:00,20.534,3543,1.86,107.08,4.026,45,-4.04,6.97,,,1,1,1,1
1496695176.72,2017/06/05 13:39:36.718216 US/Pacific,2017-06-05T20:39:36+00:00,20.71,3521.8,1.85,117.34,3.868,43.44,-3.62,6.96,,,1,1,1,2
1496697201.82,2017/06/05 14:13:21.818529 US/Pacific,2017-06-05T21:13:21+00:00,20.928,3487.6,1.83,123.42,3.806,42.82,-1.96,6.932,,,1,1,1,3
1496699227.21,2017/06/05 14:47:7.213788 US/Pacific,2017-06-05T21:47:07+00:00,21.126,3453.4,1.81,131.88,3.864,43.68,-1.64,6.924,,,1,1,1,4
1496701252.35,2017/06/05 15:20:52.352848 US/Pacific,2017-06-05T22:20:52+00:00,21.318,3445.6,1.81,142.3,3.624,41.12,-1.76,6.928,,,1,1,1,5
1496703277.32,2017/06/05 15:54:37.321699 US/Pacific,2017-06-05T22:54:37+00:00,21.412,3417.2,1.79,146.9,4.32,49.12,-4.22,6.972,,,1,1,1,6
1496706318.97,2017/06/05 16:45:18.972855 US/Pacific,2017-06-05T23:45:18+00:00,21.37,3399.4,1.78,170.5,4.022,45.68,-6.18,7.008,,,1,1,1,7
1496708343.92,2017/06/05 17:19:3.916016 US/Pacific,2017-06-06T00:19:03+00:00,21.326,3361.4,1.76,162.96,3.942,44.74,-4.6,6.98,,,1,1,1,8
1496710369.16,2017/06/05 17:52:49.163075 US/Pacific,2017-06-06T00:52:49+00:00,21.176,3332.4,1.748,160.22,3.484,39.48,-2.72,6.944,,,1,1,1,9
1496712394.31,2017/06/05 18:26:34.306818 US/Pacific,2017-06-06T01:26:34+00:00,20.926,3301.4,1.73,165.94,3.2,36.1,-3.12,6.95,,,1,1,1,10
1496714419.31,2017/06/05 19:00:19.307661 US/Pacific,2017-06-06T02:00:19+00:00,20.638,3281.6,1.72,167.22,3.95,44.16,-5.32,6.99,,,1,1,1,11
1496716444.52,2017/06/05 19:34:4.517180 US/Pacific,2017-06-06T02:34:04+00:00,20.222,3245.8,1.7,173.38,3.28,36.38,-4.86,6.98,,,1,1,1,12
1496718469.83,2017/06/05 20:07:49.832608 US/Pacific,2017-06-06T03:07:49+00:00,19.87,3199,1.67,181.12,2.87,31.62,-5.28,6.99,,,1,1,1,13
1496720494.87,2017/06/05 20:41:34.874296 US/Pacific,2017-06-06T03:41:34+00:00,19.624,3179.4,1.66,191.72,2.96,32.5,-7.16,7.028,,,1,1,1,14
1496722520.44,2017/06/05 21:15:20.440620 US/Pacific,2017-06-06T04:15:20+00:00,19.43,3140,1.64,188.5,2.618,28.6,-5.9,7,,,1,1,1,15
1496724545.4,2017/06/05 21:49:5.400391 US/Pacific,2017-06-06T04:49:05+00:00,19.24,3110.2,1.626,201.14,2.182,23.72,-4.74,6.98,,,1,1,1,16
1496726570.31,2017/06/05 22:22:50.308075 US/Pacific,2017-06-06T05:22:50+00:00,19.386,3127.6,1.632,196.56,4.926,53.76,-6.88,7.022,,,1,1,1,17
1496728595.22,2017/06/05 22:56:35.223233 US/Pacific,2017-06-06T05:56:35+00:00,19.07,3083.2,1.61,198.98,2.486,26.96,-2.9,6.95,,,1,1,1,18
1496730619.62,2017/06/05 23:30:19.621241 US/Pacific,2017-06-06T06:30:19+00:00,18.988,3081.6,1.61,218.28,2.212,23.92,-2.3,6.936,,,1,1,1,19
1496732644.5,2017/06/06 00:04:4.497659 US/Pacific,2017-06-06T07:04:04+00:00,18.95,3062.4,1.6,220.9,2.322,25.12,-2.14,6.934,,,1,1,1,20
1496734669.47,2017/06/06 00:37:49.471045 US/Pacific,2017-06-06T07:37:49+00:00,18.814,3065.6,1.6,193.9,1.48,15.94,3.04,6.84,,,1,1,1,21
1496736694.22,2017/06/06 01:11:34.219381 US/Pacific,2017-06-06T08:11:34+00:00,18.75,3072.2,1.602,202.26,1.782,19.22,1.5,6.868,,,1,1,1,22
1496738719.22,2017/06/06 01:45:19.220850 US/Pacific,2017-06-06T08:45:19+00:00,18.828,3029.2,1.58,256.06,1.696,18.26,-1.22,6.92,,,1,1,1,23
1496740744.1,2017/06/06 02:19:4.095708 US/Pacific,2017-06-06T09:19:04+00:00,18.83,3007.4,1.57,256.6,1.642,17.72,-1.08,6.912,,,1,1,1,24
1496742768.66,2017/06/06 02:52:48.664013 US/Pacific,2017-06-06T09:52:48+00:00,18.782,3002.6,1.57,272.02,1.706,18.44,-2.7,6.944,,,1,1,1,25
1496744793.71,2017/06/06 03:26:33.711740 US/Pacific,2017-06-06T10:26:33+00:00,18.728,2989.4,1.56,282.42,1.346,14.56,-1.74,6.93,,,1,1,1,26
1496746818.62,2017/06/06 04:00:18.617384 US/Pacific,2017-06-06T11:00:18+00:00,18.69,2991.8,1.56,316.22,1.108,11.94,-1.58,6.924,,,1,1,1,27
1496748843.6,2017/06/06 04:34:3.604012 US/Pacific,2017-06-06T11:34:03+00:00,18.602,2986.4,1.56,333.98,1.236,13.26,-3.44,6.96,,,1,1,1,28
1496750868.9,2017/06/06 05:07:48.903660 US/Pacific,2017-06-06T12:07:48+00:00,18.562,3000,1.566,340,1.338,14.38,-4.34,6.97,,,1,1,1,29
1496752893.9,2017/06/06 05:41:33.898814 US/Pacific,2017-06-06T12:41:33+00:00,18.54,3007.8,1.57,350.78,1.402,15.02,-5.66,7,,,1,1,1,30
1496754918.89,2017/06/06 06:15:18.888649 US/Pacific,2017-06-06T13:15:18+00:00,18.478,3009.8,1.57,348.5,1.274,13.64,-4.86,6.98,,,1,1,1,31
1496756943.91,2017/06/06 06:49:3.908354 US/Pacific,2017-06-06T13:49:03+00:00,18.444,3006.6,1.57,351.58,1.176,12.56,-5.32,6.99,,,1,1,1,32
1496758969.21,2017/06/06 07:22:49.210117 US/Pacific,2017-06-06T14:22:49+00:00,18.438,3019.2,1.58,375.2,1.116,11.9,-6.34,7.01,,,1,1,1,33
1496760993.94,2017/06/06 07:56:33.941868 US/Pacific,2017-06-06T14:56:33+00:00,18.474,3009.6,1.57,368.54,1.258,13.5,-7.66,7.032,,,1,1,1,34
1496763018.94,2017/06/06 08:30:18.941910 US/Pacific,2017-06-06T15:30:18+00:00,18.492,3022.8,1.58,374.46,1.276,13.66,-8.48,7.05,,,1,1,1,35
1496765043.82,2017/06/06 09:04:3.824070 US/Pacific,2017-06-06T16:04:03+00:00,18.49,3016.8,1.57,362.68,1.214,13.04,-8.26,7.046,,,1,1,1,36
1496767069.2,2017/06/06 09:37:49.195583 US/Pacific,2017-06-06T16:37:49+00:00,18.472,3014.6,1.57,383.46,1.272,13.62,-8.98,7.058,,,1,1,1,37
1496769094.22,2017/06/06 10:11:34.215808 US/Pacific,2017-06-06T17:11:34+00:00,18.63,3019.2,1.578,362.92,1.338,14.38,-8.9,7.058,,,1,1,1,38
1496771119.28,2017/06/06 10:45:19.284606 US/Pacific,2017-06-06T17:45:19+00:00,18.63,3027.8,1.58,370.16,1.568,16.88,-11.7,7.108,,,1,1,1,39
1496773144.58,2017/06/06 11:19:4.576924 US/Pacific,2017-06-06T18:19:04+00:00,18.72,3035.6,1.582,354.46,1.462,15.72,-12.42,7.12,,,1,1,1,40
1496775169.5,2017/06/06 11:52:49.495140 US/Pacific,2017-06-06T18:52:49+00:00,18.914,3039.2,1.59,352.02,1.628,17.58,-13.8,7.148,,,1,1,1,41
1496777194.62,2017/06/06 12:26:34.620378 US/Pacific,2017-06-06T19:26:34+00:00,19.16,3040.2,1.59,356.98,2.274,24.74,-19.06,7.244,,,1,1,1,42
1496779219.43,2017/06/06 13:00:19.428373 US/Pacific,2017-06-06T20:00:19+00:00,19.214,3051,1.59,313.8,2.404,26.12,-18.86,7.238,,,1,1,1,43
1496797645.02,2017/06/06 18:07:25.023358 US/Pacific,2017-06-07T01:07:25+00:00,19.95,2967,1.544,241.52,5.884,64.94,-21.94,7.292,,,1,1,1,44
1496800060.79,2017/06/06 18:47:40.787443 US/Pacific,2017-06-07T01:47:40+00:00,19.79,2956.6,1.54,253.26,5.578,61.28,-19.64,7.25,,,1,1,1,45
1496802476.38,2017/06/06 19:27:56.381047 US/Pacific,2017-06-07T02:27:56+00:00,19.47,2966.2,1.544,273.18,5.576,60.9,-19.62,7.25,,,1,1,1,46
1496804892.12,2017/06/06 20:08:12.120441 US/Pacific,2017-06-07T03:08:12+00:00,19.2,2948.8,1.536,279.88,5.336,58,-19.88,7.26,,,1,1,1,47
1496807307.63,2017/06/06 20:48:27.631312 US/Pacific,2017-06-07T03:48:27+00:00,18.95,2946.4,1.534,293.16,5.13,55.5,-19.44,7.25,,,1,1,1,48
1496809723.23,2017/06/06 21:28:43.225594 US/Pacific,2017-06-07T04:28:43+00:00,18.84,2937.8,1.532,302.1,4.83,52.1,-19.42,7.25,,,1,1,1,49
1496812139.07,2017/06/06 22:08:59.070805 US/Pacific,2017-06-07T05:08:59+00:00,18.74,2887.8,1.502,299.46,4.742,51.02,-17.3,7.21,,,1,1,1,50
1496814554.59,2017/06/06 22:49:14.594369 US/Pacific,2017-06-07T05:49:14+00:00,18.64,2894.8,1.508,315.62,4.524,48.6,-16.9,7.2,,,1,1,1,51
1496816970.32,2017/06/06 23:29:30.315145 US/Pacific,2017-06-07T06:29:30+00:00,18.58,2879.2,1.5,319.94,4.34,46.54,-16.02,7.19,,,1,1,1,52
1496819386.05,2017/06/07 00:09:46.052909 US/Pacific,2017-06-07T07:09:46+00:00,18.53,2877.2,1.496,343.52,4.556,48.8,-17.82,7.22,,,1,1,1,53
1496821801.51,2017/06/07 00:50:1.506127 US/Pacific,2017-06-07T07:50:01+00:00,18.47,2876,1.496,328.28,4.598,49.24,-16.9,7.2,,,1,1,1,54
1496824217.31,2017/06/07 01:30:17.305728 US/Pacific,2017-06-07T08:30:17+00:00,18.4,2880.6,1.498,316.68,4.57,48.88,-17.1,7.208,,,1,1,1,55
1496826633.51,2017/06/07 02:10:33.513370 US/Pacific,2017-06-07T09:10:33+00:00,18.39,2866.8,1.492,326.24,4.5,48.1,-16.14,7.19,,,1,1,1,56
1496829049.3,2017/06/07 02:50:49.297766 US/Pacific,2017-06-07T09:50:49+00:00,18.41,2886.8,1.502,348.52,4.432,47.42,-16.98,7.206,,,1,1,1,57
1496831465.18,2017/06/07 03:31:5.178468 US/Pacific,2017-06-07T10:31:05+00:00,18.38,2894.2,1.508,344.9,4.224,45.08,-16.82,7.2,,,1,1,1,58
1496833881.13,2017/06/07 04:11:21.130002 US/Pacific,2017-06-07T11:11:21+00:00,18.33,2860.4,1.488,351.12,3.926,41.86,-16.12,7.19,,,1,1,1,59
1496836296.7,2017/06/07 04:51:36.696483 US/Pacific,2017-06-07T11:51:36+00:00,18.3,2869.6,1.492,362.22,4.152,44.22,-16.02,7.19,,,1,1,1,60
1496838712.32,2017/06/07 05:31:52.319039 US/Pacific,2017-06-07T12:31:52+00:00,18.232,2878,1.498,358.7,4.042,43.04,-16.12,7.19,,,1,1,1,61
1496841127.92,2017/06/07 06:12:7.923159 US/Pacific,2017-06-07T13:12:07+00:00,18.16,2882.4,1.5,352.58,4.202,44.72,-18.78,7.238,,,1,1,1,62
1496843543.82,2017/06/07 06:52:23.816012 US/Pacific,2017-06-07T13:52:23+00:00,18.12,2891.2,1.506,327.52,4.198,44.58,-18.64,7.236,,,1,1,1,63
1496845959.79,2017/06/07 07:32:39.792822 US/Pacific,2017-06-07T14:32:39+00:00,18.07,2898.2,1.51,336.64,4.028,42.78,-20.02,7.26,,,1,1,1,64
