unix_time,local_time,utc_time,temp,cond,sal,nitrate,hdo,sat,phv,ph,s_nitrate,s_nitrogen,nitrate_flg,oxygen_flg,temp_flg,key
1496691905.43,2017/06/05 12:45:5.428606 US/Pacific,2017-06-05T19:45:05+00:00,21.094,3472.4,1.82,57.94,3.392,38.34,9.6,6.722,,,1,1,1,1
1496693930.55,2017/06/05 13:18:50.548754 US/Pacific,2017-06-05T20:18:50+00:00,21.118,3482.6,1.83,86.66,4.228,47.8,4.72,6.808,,,1,1,1,2
1496695955.53,2017/06/05 13:52:35.532755 US/Pacific,2017-06-05T20:52:35+00:00,21.248,3463,1.82,94.56,3.852,43.62,5.42,6.796,,,1,1,1,3
1496697980.82,2017/06/05 14:26:20.821097 US/Pacific,2017-06-05T21:26:20+00:00,21.372,3431,1.8,106.82,3.83,43.46,4.66,6.81,,,1,1,1,4
1496700006.21,2017/06/05 15:00:6.213732 US/Pacific,2017-06-05T22:00:06+00:00,21.54,3394,1.78,107.56,3.464,39.48,5.9,6.786,,,1,1,1,5
1496702031.22,2017/06/05 15:33:51.221336 US/Pacific,2017-06-05T22:33:51+00:00,21.746,3418,1.79,139.58,4.816,55.1,-0.94,6.912,,,1,1,1,6
1496704056.19,2017/06/05 16:07:36.185418 US/Pacific,2017-06-05T23:07:36+00:00,21.718,3380,1.77,129.38,4.682,53.52,0.58,6.884,,,1,1,1,7
1496705072.66,2017/06/05 16:24:32.664230 US/Pacific,2017-06-05T23:24:32+00:00,21.874,3332,1.742,124.48,3.68,42.2,2.94,6.842,,,1,1,1,8
1496707097.87,2017/06/05 16:58:17.869344 US/Pacific,2017-06-05T23:58:17+00:00,21.67,3338,1.75,134.68,4.188,47.8,1.06,6.876,,,1,1,1,9
1496709122.79,2017/06/05 17:32:2.794725 US/Pacific,2017-06-06T00:32:02+00:00,21.42,3303,1.73,133.26,3.408,38.68,2.52,6.85,,,1,1,1,10
1496711147.99,2017/06/05 18:05:47.986273 US/Pacific,2017-06-06T01:05:47+00:00,21.212,3301.4,1.73,145.96,3.83,43.34,0.3,6.89,,,1,1,1,11
1496713172.99,2017/06/05 18:39:32.986485 US/Pacific,2017-06-06T01:39:32+00:00,20.964,3273,1.71,157.86,4.806,54.1,-3.12,6.95,,,1,1,1,12
1496715198.18,2017/06/05 19:13:18.179036 US/Pacific,2017-06-06T02:13:18+00:00,20.478,3256.8,1.702,148.36,3.94,43.9,-1.52,6.92,,,1,1,1,13
1496717223.48,2017/06/05 19:47:3.481242 US/Pacific,2017-06-06T02:47:03+00:00,20.016,3216.2,1.68,151.2,3.368,37.22,-0.74,6.91,,,1,1,1,14
1496719248.79,2017/06/05 20:20:48.786233 US/Pacific,2017-06-06T03:20:48+00:00,19.736,3216.4,1.68,162.98,3.472,38.18,-2.34,6.94,,,1,1,1,15
1496721274.01,2017/06/05 20:54:34.009249 US/Pacific,2017-06-06T03:54:34+00:00,19.622,3194,1.67,174.94,4.018,44.12,-4.84,6.98,,,1,1,1,16
1496723299.29,2017/06/05 21:28:19.294049 US/Pacific,2017-06-06T04:28:19+00:00,19.36,3150.8,1.65,167.9,2.622,28.62,-1.76,6.93,,,1,1,1,17
1496725324.39,2017/06/05 22:02:4.392827 US/Pacific,2017-06-06T05:02:04+00:00,19.914,3174.4,1.66,304.78,4.796,52.94,-23.8,7.328,,,1,1,1,18
1496727349.02,2017/06/05 22:35:49.019507 US/Pacific,2017-06-06T05:35:49+00:00,19.61,3152.2,1.65,219.46,5.394,59.1,-10.84,7.094,,,1,1,1,19
1496729373.91,2017/06/05 23:09:33.906955 US/Pacific,2017-06-06T06:09:33+00:00,19.276,3129,1.64,198.24,3.32,36.18,-2.3,6.936,,,1,1,1,20
1496731398.49,2017/06/05 23:43:18.487037 US/Pacific,2017-06-06T06:43:18+00:00,19.282,3140.4,1.64,234,3.812,41.58,-6.54,7.014,,,1,1,1,21
1496733423.2,2017/06/06 00:17:3.202940 US/Pacific,2017-06-06T07:17:03+00:00,19.092,3111,1.628,200.44,3.128,33.94,-0.94,6.912,,,1,1,1,22
1496735448.2,2017/06/06 00:50:48.204816 US/Pacific,2017-06-06T07:50:48+00:00,18.984,3104.2,1.62,206.74,2.496,27.06,0.28,6.89,,,1,1,1,23
1496737473.09,2017/06/06 01:24:33.089134 US/Pacific,2017-06-06T08:24:33+00:00,18.828,3075.4,1.61,201.3,1.722,18.56,2.84,6.84,,,1,1,1,24
1496739497.89,2017/06/06 01:58:17.889272 US/Pacific,2017-06-06T08:58:17+00:00,18.87,3050.6,1.59,199.98,2.064,22.32,2.62,6.846,,,1,1,1,25
1496741522.77,2017/06/06 02:32:2.767033 US/Pacific,2017-06-06T09:32:02+00:00,18.84,3047.2,1.59,222.22,2.192,23.62,0.4,6.89,,,1,1,1,26
1496743547.52,2017/06/06 03:05:47.515786 US/Pacific,2017-06-06T10:05:47+00:00,18.72,3017.6,1.572,206.74,1.506,16.24,3.24,6.832,,,1,1,1,27
1496745572.44,2017/06/06 03:39:32.443889 US/Pacific,2017-06-06T10:39:32+00:00,18.64,2986,1.56,197.96,0.884,9.54,5.9,6.786,,,1,1,1,28
1496747597.5,2017/06/06 04:13:17.498056 US/Pacific,2017-06-06T11:13:17+00:00,18.61,2998.4,1.56,231.32,1.388,14.96,3.26,6.83,,,1,1,1,29
