unix_time,local_time,utc_time,temp,cond,sal,nitrate,hdo,sat,phv,ph,s_nitrate,s_nitrogen,nitrate_flg,oxygen_flg,temp_flg,key
1496692372.71,2017/06/05 12:52:52.705425 US/Pacific,2017-06-05T19:52:52+00:00,21.13,3478.2,1.83,63.92,3.88,43.88,7.02,6.768,,,1,1,1,1
1496694397.85,2017/06/05 13:26:37.852097 US/Pacific,2017-06-05T20:26:37+00:00,21.138,3475.6,1.824,84.4,3.65,41.3,5.28,6.8,,,1,1,1,2
1496696422.9,2017/06/05 14:00:22.904586 US/Pacific,2017-06-05T21:00:22+00:00,21.296,3453.4,1.81,93.94,3.51,39.84,5.5,6.794,,,1,1,1,3
1496698448.3,2017/06/05 14:34:8.296376 US/Pacific,2017-06-05T21:34:08+00:00,21.376,3418.2,1.79,102.4,3.18,36.1,6,6.786,,,1,1,1,4
1496700473.54,2017/06/05 15:07:53.536751 US/Pacific,2017-06-05T22:07:53+00:00,21.56,3375.2,1.77,102.46,2.998,34.18,7,6.768,,,1,1,1,5
1496702498.63,2017/06/05 15:41:38.633969 US/Pacific,2017-06-05T22:41:38+00:00,21.67,3396.8,1.78,122.2,3.766,42.96,2.1,6.856,,,1,1,1,6
1496705539.98,2017/06/05 16:32:19.976557 US/Pacific,2017-06-05T23:32:19+00:00,21.76,3327.8,1.74,112.6,3.198,36.58,5.08,6.802,,,1,1,1,7
1496707565.18,2017/06/05 17:06:5.176902 US/Pacific,2017-06-06T00:06:05+00:00,21.57,3325.4,1.74,126.86,3.31,37.7,2.62,6.846,,,1,1,1,8
1496709590.19,2017/06/05 17:39:50.190947 US/Pacific,2017-06-06T00:39:50+00:00,21.334,3284.6,1.72,127.74,2.936,33.3,2.98,6.84,,,1,1,1,9
1496711615.29,2017/06/05 18:13:35.287722 US/Pacific,2017-06-06T01:13:35+00:00,21.44,3277.2,1.714,120.9,2.55,29,4.68,6.808,,,1,1,1,10
1496713640.37,2017/06/05 18:47:20.374334 US/Pacific,2017-06-06T01:47:20+00:00,20.808,3257.4,1.704,139.28,3.87,43.4,-0.52,6.904,,,1,1,1,11
1496715665.51,2017/06/05 19:21:5.510666 US/Pacific,2017-06-06T02:21:05+00:00,20.326,3243.8,1.7,139.94,3.142,34.94,0.02,6.894,,,1,1,1,12
1496717690.8,2017/06/05 19:54:50.799798 US/Pacific,2017-06-06T02:54:50+00:00,20,3216.8,1.68,142.88,2.81,31.06,-0.38,6.902,,,1,1,1,13
1496719715.99,2017/06/05 20:28:35.988036 US/Pacific,2017-06-06T03:28:35+00:00,19.644,3206,1.68,159.9,3.02,33.1,-2.04,6.93,,,1,1,1,14
1496721741.38,2017/06/05 21:02:21.379509 US/Pacific,2017-06-06T04:02:21+00:00,19.452,3183.2,1.666,158.68,3.01,32.9,-2.54,6.94,,,1,1,1,15
1496723766.54,2017/06/05 21:36:6.541231 US/Pacific,2017-06-06T04:36:06+00:00,19.25,3142.6,1.64,161.34,2.366,25.76,-0.2,6.9,,,1,1,1,16
1496725791.8,2017/06/05 22:09:51.803112 US/Pacific,2017-06-06T05:09:51+00:00,19.54,3169.2,1.66,176.36,6.132,67.14,-4.92,6.982,,,1,1,1,17
1496727816.37,2017/06/05 22:43:36.372292 US/Pacific,2017-06-06T05:43:36+00:00,19.228,3146.4,1.644,158.32,4.43,48.2,-0.4,6.902,,,1,1,1,18
1496729841.08,2017/06/05 23:17:21.079638 US/Pacific,2017-06-06T06:17:21+00:00,18.994,3113.8,1.63,160.84,3.036,32.86,2.32,6.85,,,1,1,1,19
1496731865.78,2017/06/05 23:51:5.776787 US/Pacific,2017-06-06T06:51:05+00:00,19.034,3123.2,1.63,176.94,4.428,47.98,0.02,6.894,,,1,1,1,20
1496733890.58,2017/06/06 00:24:50.575359 US/Pacific,2017-06-06T07:24:50+00:00,18.916,3094.6,1.62,171.98,2.68,28.96,2.86,6.84,,,1,1,1,21
